,title,vote_count,vote_average,year,imdb_id,soup
7707,Charly,28.0,6.6,1968,tt0062794,experi mous intelligencetest genius cliffrobertson clairebloom liliaskala ralphnelson ralphnelson ralphnelson Drama Romance Science Fiction
7711,La Dolce Vita,305.0,7.9,1960,tt0053779,femalenud sea lovesick sunris ironi newspap photograph bar lossoflov desper sad nightlif dyinganddeath unsoci cowardli ghost marcellomastroianni anitaekberg anoukaimée federicofellini federicofellini federicofellini Comedy Drama
7712,Jin-Roh: The Wolf Brigade,82.0,7.4,1999,tt0193253,japan terror resist littleredridinghood brothersgrimm dystopia politician suicidemiss resistancefight socialissu yoshikatsufujiki sumimutou hiroyukikinosha hiroyukiokiura hiroyukiokiura hiroyukiokiura Animation Science Fiction Thriller
7713,Rush,43.0,6.9,1991,tt0102820,sex texa paranoia assign investig addict love theft drug dealer jasonpatric jenniferjasonleigh samelliott lilifinizanuck lilifinizanuck lilifinizanuck Crime Drama
7714,Captain Blood,55.0,7.3,1935,tt0026174,pirat errolflynn oliviadehavilland basilrathbone michaelcurtiz michaelcurtiz michaelcurtiz Adventure Romance
7716,Batteries not Included,222.0,6.3,1987,tt0092494,extraterrestrialtechnolog alienlife-form alienphenomenon spaceship humecronyn jessicatandy frankmcrae matthewrobbins matthewrobbins matthewrobbins Comedy Family Fantasy Science Fiction
7717,Educating Rita,44.0,6.3,1983,tt0085478,michaelcaine juliewalters michaelwilliams lewisgilbert lewisgilbert lewisgilbert Drama Comedy Romance
7718,On Moonlight Bay,6.0,6.3,1951,tt0043880,smalltown worldwari music brother familyrelationship suitor tomboy dorisday gordonmacrae leonames roydelruth roydelruth roydelruth Comedy Music Romance
7719,Sansho the Bailiff,68.0,8.7,1954,tt0047445,japan courtesan song exil banish governor independentfilm prostitut compass kinuyotanaka yoshiakihanayagi kyôkokagawa kenjimizoguchi kenjimizoguchi kenjimizoguchi Drama
7720,Zazie dans le métro,29.0,6.6,1960,tt0054494,pari transvest subway metropoli strike sightse urbanlif slapstick catherinedemongeot philippenoiret hubertdeschamps louismalle louismalle louismalle Comedy Fantasy
7721,The Americanization of Emily,21.0,6.1,1964,tt0057840,navaloffic d-day mentalil americanintheuk jamesgarner julieandrews melvyndouglas arthurhiller arthurhiller arthurhiller Comedy Romance
7722,Anne of the Thousand Days,32.0,7.0,1969,tt0064030,england king henryviii richardburton genevièvebujold irenepapas charlesjarrott charlesjarrott charlesjarrott Drama Romance History
7723,Baby Doll,32.0,7.2,1956,tt0048973,marriag sicilian cotton karlmalden carrollbaker eliwallach eliakazan eliakazan eliakazan Drama
7724,L'Avventura,117.0,7.6,1960,tt0053619,island architect mediterranean polic monicavitti gabrieleferzetti leamassari michelangeloantonioni michelangeloantonioni michelangeloantonioni Drama Mystery
7725,Beyond the Valley of the Dolls,53.0,6.6,1970,tt0065466,pop popstar music dollyread cynthiamyers marciamcbroom russmeyer russmeyer russmeyer Comedy Drama Thriller
7726,Hiroshima Mon Amour,123.0,8.0,1959,tt0052893,franc return newlov atomicbomb architect lover blackandwhit famili extramaritalaffair nouvellevagu spectacl emmanuelleriva eijiokada stelladassas alainresnais alainresnais alainresnais Drama History Romance
7728,Ugetsu,101.0,8.1,1953,tt0046478,japan basedonnovel samurai greed bigami tragedi ruralset ghost sengokuperiod masayukimori machikokyô kinuyotanaka kenjimizoguchi kenjimizoguchi kenjimizoguchi Fantasy Drama Mystery
7733,The Day of the Jackal,150.0,7.3,1973,tt0069947,pari franc assassin assassin traitor hitman castl falseident polic suspens disguis denunci edwardfox michaellonsdale olgageorges-picot fredzinnemann fredzinnemann fredzinnemann Action Thriller
7734,The Razor's Edge,17.0,6.1,1946,tt0038873,engag wealth will tyronepower genetierney johnpayne edmundgoulding edmundgoulding edmundgoulding Drama Romance
7739,Night of the Living Dead,198.0,6.7,1990,tt0100258,remak attack zombi chainsaw patriciatallman tonytodd tomtowles tomsavini tomsavini tomsavini Horror
7741,The Maltese Falcon,15.0,5.9,1931,tt0022111,femmefatal mysteri blackbird samspad bebedaniels ricardocortez dudleydigges roydelruth roydelruth roydelruth Crime Mystery
7743,Safety Last!,76.0,7.7,1923,tt0014429,clock silentfilm haroldlloyd mildreddavis billstrother fredc.newmeyer fredc.newmeyer fredc.newmeyer Comedy Romance
7744,While the City Sleeps,25.0,7.0,1956,tt0049949,newspaperman filmnoir danaandrews rhondafleming georgesanders fritzlang fritzlang fritzlang Drama
7747,Viridiana,93.0,7.6,1961,tt0055601,spain rape nun faith wine devout orphan guilt mothersuperior convent novic silviapinal franciscorabal fernandorey luisbuñuel luisbuñuel luisbuñuel Drama
7748,Totally Fucked Up,12.0,6.5,1993,tt0108366,suicid gay independentfilm teenag jamesduval rokobelic susanbehshid greggaraki greggaraki greggaraki Comedy Drama
7751,Lupin the Third: The Castle of Cagliostro,170.0,7.5,1979,tt0079833,clocktow casino treasur castl count manga basedoncom thief counterfeit yasuoyamada eikomasuyama kiyoshikobayashi hayaomiyazaki hayaomiyazaki hayaomiyazaki Adventure Animation Comedy
7752,Arizona Dream,170.0,7.2,1993,tt0106307,fli arizona cardeal americandream self-discoveri johnnydepp jerrylewis fayedunaway emirkusturica emirkusturica emirkusturica Fantasy Comedy Drama Romance
7754,Queen Christina,24.0,6.8,1933,tt0024481,sweden ambassador queen duti biographi peac love femaleprotagonist mobster throne royalcourt spanish inn gretagarbo johngilbert iankeith roubenmamoulian roubenmamoulian roubenmamoulian Drama History Romance
7755,Battleground,21.0,6.4,1949,tt0041163,worldwarii vanjohnson johnhodiak ricardomontalban williama.wellman williama.wellman williama.wellman Action Adventure Drama War
7759,3 Women,66.0,6.8,1977,tt0075612,independentfilm expectantmoth shelleyduvall sissyspacek janicerule robertaltman robertaltman robertaltman Drama
7761,Take Me Out to the Ball Game,12.0,6.9,1949,tt0041944,basebal music franksinatra estherwilliams genekelly busbyberkeley busbyberkeley busbyberkeley Comedy Music Romance
7762,Grey Gardens,43.0,7.2,1975,tt0073076,womandirector edithbouvierbeale brookshyers normanvincentpeale albertmaysles albertmaysles albertmaysles Documentary
7764,Purple Rain,91.0,6.6,1984,tt0087957,suicideattempt popstar aspiringsing prince apolloniakotero morrisday albertmagnoli albertmagnoli albertmagnoli Drama Music Romance
7765,Signs of Life,8.0,6.5,1968,tt0063218,peterbrogle wolfgangreichmann athinazacharopoulou wernerherzog wernerherzog wernerherzog Drama
7766,Point of No Return,134.0,6.0,1993,tt0107843,assassin deathpenalti doomedman lethalinject bridgetfonda gabrielbyrne dermotmulroney johnbadham johnbadham johnbadham Crime Drama Thriller
7770,Jamon Jamon,60.0,6.2,1992,tt0104545,malenud femalenud fathersonrelationship prostitut adulteri sexual jealousi wifehusbandrelationship infidel symbol homicid passion seduct machismo matador satir motherdaughterrelationship ruralset unfaith cigarettesmok pregnanc fatherdaughterrelationship masturb extramaritalaffair sensual mothersonrelationship malemodel drunken abort javierbardem penélopecruz jordimollà bigasluna bigasluna bigasluna Comedy Drama Romance
7771,College,20.0,7.0,1927,tt0017765,busterkeaton annecornwall florabramley busterkeaton busterkeaton busterkeaton Drama Comedy Romance
7772,Mitchell,15.0,4.4,1975,tt0073396,drama crime joedonbaker martinbalsam johnsaxon andrewv.mclaglen andrewv.mclaglen andrewv.mclaglen Crime Drama Action
7779,Dolls,76.0,7.6,2002,tt0330229,japan brokenengag suicideattempt allegori newlov yakuza popstar murder eternallov mihokanno hidetoshinishijima tatsuyamihashi takeshikitano takeshikitano takeshikitano Drama Romance
7782,The Man Who Came to Dinner,14.0,6.0,1942,tt0033874,ice secretari doctor critic christmastim bettedavis annsheridan montywoolley williamkeighley williamkeighley williamkeighley Comedy Romance
7783,Sunday Bloody Sunday,27.0,6.4,1971,tt0067805,sexual nuditi artist romanc gayinterest wealth marijuana jewish doctor divorc peterfinch glendajackson murrayhead johnschlesinger johnschlesinger johnschlesinger Drama
7786,The Major and the Minor,25.0,6.4,1942,tt0035019,trainstat decept romanticcomedi militaryoffic train marriageengag militaryacademi adultasachild gingerrogers raymilland ritajohnson billywilder billywilder billywilder Comedy Romance
7787,The Caine Mutiny,78.0,7.2,1954,tt0046816,mutini worldwarii paranoia warship mentalbreakdown militarycourt u.s.navi navaloffic naval shipcaptain humphreybogart humphreybogart vanjohnson fredmacmurray edwarddmytryk edwarddmytryk edwarddmytryk Drama War
7788,Black Narcissus,106.0,7.7,1947,tt0039192,christian deborahkerr davidfarrar florarobson emericpressburger emericpressburger emericpressburger Drama
7790,Escape from Alcatraz,581.0,7.3,1979,tt0079116,prison basedonnovel island mous alcatraz biographi prisonwarden escapeeconvict pubichair escapefromprison inmat 1960s clinteastwood patrickmcgoohan robertsblossom donsiegel donsiegel donsiegel Crime Drama
7791,Oliver Twist,36.0,7.5,1948,tt0040662,childabus pickpocket victorianengland orphan charlesdicken johnhowarddavies robertnewton alecguinness davidlean davidlean davidlean Adventure Drama Family
7793,Shrek 2,3082.0,6.7,2004,tt0298148,prison magic liber honeymoon parents-in-law kingdom enchant dancingscen transform fairy-talefigur mikemyers eddiemurphy camerondiaz andrewadamson andrewadamson andrewadamson Adventure Animation Comedy Family Fantasy
7794,The Day After Tomorrow,2462.0,6.2,2004,tt0319262,savingtheworld librari cataclysm climatechang greenhouseeffect tornado twister hurrican iceag polarzon meteorolog barrieric icemelt thirdworld exodus evacu climat govern snow losangel scientist doomsday antarct disastermovi dennisquaid jakegyllenhaal emmyrossum rolandemmerich rolandemmerich rolandemmerich Action Adventure Science Fiction Thriller
7795,Raising Helen,195.0,5.9,2004,tt0350028,newyork pastor worldoffas lossofpar mannequin fashiondesign familyrelationship katehudson johncorbett joancusack garrymarshall garrymarshall garrymarshall Drama Comedy Romance
7796,Soul Plane,109.0,4.7,2004,tt0367085,blackpeopl hip-hop nightclub airplan chao champagn tomarnold kevinhart methodman jessyterrero jessyterrero jessyterrero Romance Comedy
7797,Baadasssss!,13.0,6.7,2004,tt0367790,mariovanpeebles joybryant khleothomas mariovanpeebles mariovanpeebles mariovanpeebles Drama
7799,Saved!,148.0,6.3,2004,tt0332375,christian gay comingout independentfilm comingofag lgbtchild jenamalone mandymoore macaulayculkin briandannelly briandannelly briandannelly Comedy Drama
7800,Time of the Wolf,45.0,6.4,2003,tt0324197,isabellehuppert patricechéreau brigitteroüan michaelhaneke michaelhaneke michaelhaneke Drama
7801,Harry Potter and the Prisoner of Azkaban,6037.0,7.7,2004,tt0304141,fli traitor magic cuttingthecord childhero broom sorcerer'sapprentic schoolofwitchcraft blackmag timetravel bestfriend werewolf dark muggl aftercreditssting danielradcliffe rupertgrint emmawatson alfonsocuarón alfonsocuarón alfonsocuarón Adventure Fantasy Family
7802,Mindhunters,339.0,6.3,2004,tt0297284,fbi island serialkil seriesofmurd llcoolj jonnyleemiller kathrynmorris rennyharlin rennyharlin rennyharlin Mystery Thriller Crime
7803,Zatoichi,236.0,7.3,2003,tt0363226,japan martialart samurai blackmail sword geisha reveng blood violenc takeshikitano tadanobuasano michiyoohkusu takeshikitano takeshikitano takeshikitano Adventure Drama Action
7804,The Chronicles of Riddick,1593.0,6.3,2004,tt0296572,prison dystopia matteroflifeanddeath outerspac intergalactictravel vindiesel thandienewton karlurban davidtwohy davidtwohy davidtwohy Action Science Fiction
7805,Garfield,851.0,5.2,2004,tt0356634,competit moder garfield billmurray breckinmeyer jenniferlovehewitt peterhewitt peterhewitt peterhewitt Animation Comedy Family
7806,The Stepford Wives,339.0,5.4,2004,tt0327162,android housewif transform nicolekidman matthewbroderick bettemidler frankoz frankoz frankoz Action Comedy Science Fiction
7809,Napoleon Dynamite,567.0,6.7,2004,tt0374900,underdog brotherbrotherrelationship idaho highschool chat independentfilm teenag schooldanc socialoutcast aftercreditssting jonheder aaronruell jongries jaredhess jaredhess jaredhess Comedy
7818,Lover Come Back,23.0,6.5,1961,tt0055100,madisonavenu rockhudson dorisday tonyrandall delbertmann delbertmann delbertmann Comedy Romance
7819,Police Academy: Mission to Moscow,178.0,4.1,1994,tt0110857,videogam mafia policeacademi moscow command georgegaynes g.w.bailey leslieeasterbrook alanmetter alanmetter alanmetter Comedy Crime
7820,Ring of Bright Water,6.0,3.2,1969,tt0064893,scotland billtravers virginiamckenna peterjeffrey jackcouffer jackcouffer jackcouffer Drama Family Foreign
7822,Fool for Love,5.0,5.7,1985,tt0089160,kimbasinger samshepard harrydeanstanton robertaltman robertaltman robertaltman Drama Romance
7832,Helen of Troy,7.0,6.8,1956,tt0049301,queen trojanwar king slave rossanapodestà cedrichardwicke jacquessernas robertwise robertwise robertwise Action Adventure Drama Romance War
7833,The Hound of the Baskervilles,45.0,7.3,1939,tt0031448,sherlockholm sequel richardgreene basilrathbone wendybarrie sidneylanfield sidneylanfield sidneylanfield Mystery Thriller
7836,Suddenly,22.0,6.4,1954,tt0047542,assassin grocerystor filmnoir franksinatra sterlinghayden jamesgleason lewisallen lewisallen lewisallen Crime Drama Thriller
7838,Possessed,14.0,6.8,1947,tt0039725,losangel psychiatricward filmnoir joancrawford vanheflin raymondmassey curtisbernhardt curtisbernhardt curtisbernhardt Drama Romance Thriller
7840,Kings Row,10.0,6.0,1942,tt0034946,secret smalltown friend inherit doctor childhoodfriend turnofthecenturi annsheridan robertcummings ronaldreagan samwood samwood samwood Romance Drama Mystery
7841,The Kid Brother,13.0,7.5,1927,tt0018051,silentfilm haroldlloyd jobynaralston walterjames tedwilde tedwilde tedwilde Comedy Drama
7848,This Island Earth,49.0,5.6,1955,tt0047577,extraterrestrialtechnolog mutant georgia flyingsauc spacetravel spaceship alien outerspac scientist campi jeffmorrow faithdomergue rexreason josephm.newman josephm.newman josephm.newman Mystery Adventure Science Fiction Horror Thriller
7851,Blackboard Jungle,45.0,6.9,1955,tt0047885,juveniledelinqu teach glennford annefrancis sidneypoitier richardbrooks richardbrooks richardbrooks Drama
7853,It Had to Be You,4.0,5.8,2000,tt0139388,natashahenstridge michaelvartan oliviad'abo nan nan nan Comedy Romance
7859,The Heiress,35.0,7.7,1949,tt0041452,"famousscor marriag love wealth money inherit manhattan,newyorkc 19thcenturi fortun whiteglov oliviadehavilland montgomeryclift ralphrichardson williamwyler williamwyler williamwyler Drama Romance"
7860,State Fair,19.0,6.2,1945,tt0038116,jeannecrain danaandrews dickhaymes walterlang walterlang walterlang Music Romance
7862,Executive Suite,8.0,6.7,1954,tt0046963,vicepresid williamholden barbarastanwyck fredricmarch robertwise robertwise robertwise Drama
7863,Johnny Belinda,19.0,6.3,1948,tt0040495,rape smalltown deaf janewyman lewayres charlesbickford jeannegulesco jeannegulesco jeannegulesco Drama
7864,Super Size Me,520.0,6.6,2004,tt0390521,experi health junkfood foodindustri fastfood morganspurlock darylisaacs lisaganjhu morganspurlock morganspurlock morganspurlock Documentary Comedy Drama
7865,Johnny Eager,9.0,5.3,1941,tt0033774,districtattorney racetrack filmnoir roberttaylor lanaturner edwardarnold mervynleroy mervynleroy mervynleroy Drama
7867,La Jetée,165.0,7.9,1962,tt0056119,pari dejavu atomkrieg airport experi museum childhoodmemori timetravel surviv nouvellevagu short jeannégroni hélènechatelain davoshanich chrismarker chrismarker chrismarker Romance Science Fiction
7871,The Picture of Dorian Gray,45.0,7.5,1945,tt0037988,paint attic georgesanders hurdhatfield donnareed albertlewin albertlewin albertlewin Fantasy Drama Horror Thriller
7873,The Human Condition I: No Greater Love,42.0,8.5,1959,tt0053114,japan japanes fascism worldwarii conscientiousobjector escapefromprison snow soldier chines shallowgrav mandarin tatsuyanakadai michiyoaratama chikageawashima masakikobayashi masakikobayashi masakikobayashi War Drama History
7874,Samsara,23.0,7.1,2001,tt0196069,buddhism malenud buddhistmonk lifeplan leavingone'sfamili buddhist shawnku christychung neeleshabavora pannalin pannalin pannalin Romance Drama Adventure
7876,Please Don't Eat the Daisies,18.0,5.7,1960,tt0054188,professor romanticcomedi play critic theater dorisday davidniven janispaige charleswalters charleswalters charleswalters Comedy Family Romance
